title,odometer,location,isimported,engine,transmission,fuel,paint,price,year
Toyota Camry,147106,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,1565000,2011
Honda Ridgeline,217143,Lagos,Locally used,6-cylinder(V6),automatic,petrol,White,2665000,2006
Toyota Avalon,76472,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8940000,2015
Chevrolet Camaro,14941,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,27315000,2019
Kia Optima,73011,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5790000,2013
Toyota Sienna,129571,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Brown,2710000,2008
Mercedes-Benz GLE 350,6751,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gray,23515000,2018
Nissan Pathfinder,117385,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Red,785000,2005
Toyota Camry,22494,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3535000,2012
Toyota Corolla,14115,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2875000,2010
Porsche Cayenne,30194,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,43065000,2016
Honda Pilot,111969,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,915000,2003
Lexus RX 330,275338,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3715000,2004
Toyota RAV 4,46953,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,7890000,2013
Toyota Highlander,6519,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,42015000,2020
Mercedes-Benz S 550,25969,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,48315000,2016
Ford Explorer,114598,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,8205000,2013
Toyota 4-Runner,128894,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,5055000,2008
Toyota Sienna,115336,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,6840000,2011
Toyota Corolla,40247,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8940000,2017
Lexus IS 250,119082,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,3515000,2006
Toyota Tacoma,117000,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black ,13215000,2017
Land Rover Range Rover Evoque,83091,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Red,9915000,2012
Mercedes-Benz GL 450,146837,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,5515000,2008
Lexus ES 350,120557,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,4195000,2009
Toyota Camry,91207,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3755000,2011
Lexus RX 350,35685,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Gold ,8615000,2012
Toyota Highlander,89017,Abuja,New ,6-cylinder(I6),automatic,petrol,Ash,3215000,2004
Toyota Corolla,44843,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,4015000,2012
Mercedes-Benz E 350,122558,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,3975000,2008
Toyota Sienna,188497,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,5295000,2012
Toyota Matrix,299999,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1522000,2003
Honda Fit,28497,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Purple,7015000,2017
Toyota Camry,109038,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Green,3535000,2013
Toyota RAV 4,132392,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,4575000,2007
Toyota Sienna,12004,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,17815000,2019
Toyota Sienna,159504,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Brown,3015000,2009
Toyota Corolla,179337,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,2215000,2006
Lexus RX 300,170040,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Gold,1115000,1999
Mercedes-Benz GLA 180,11032,Lagos,New ,4-cylinder(I4),automatic,petrol,Brown,12515000,2014
Toyota Camry,58750,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,4515000,2012
Honda Accord,183596,Lagos,Locally used,4-cylinder(I4),automatic,petrol,BLACK,642000,1999
Toyota Hiace,84789,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,3975000,1994
Land Rover Range Rover,36921,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black and silver,50015000,2016
Lexus RX 350,111714,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,20015000,2018
Toyota Sienna,987322,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Gold,765000,2000
Toyota Matrix,65483,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3315000,2009
Toyota Camry,164216,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Brown,2050000,2006
Mercedes-Benz GLK 350,71068,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black ,8815000,2014
Toyota Camry,62745,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,8265000,2016
Mercedes-Benz GLK 350,65728,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,7215000,2013
Toyota Corolla,38033,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3515000,2011
Lexus ES 350,64666,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3315000,2010
Lexus GX 470,85262,Lagos,Locally used,8-cylinder(V8),automatic,petrol,White,2325000,2003
Mercedes-Benz CLS 500,84969,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Wine,9415000,2009
Honda Fit,188106,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3315000,2009
Lexus ES 350,76897,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Silver,3315000,2009
Toyota 4-Runner,240122,Lagos,Locally used,8-cylinder(V8),automatic,petrol,Green,1290000,2003
BMW 325,130364,Abuja,Locally used,6-cylinder(V6),automatic,petrol,Black,1615000,2006
Lexus LX 570,85254,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black,19595000,2008
Toyota Camry,152661,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Red,15515000,2018
Toyota Corolla,99525,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3315000,2009
Kia Optima,115435,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,White,8815000,2014
Toyota RAV 4,187079,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,White,8515000,2013
Mercedes-Benz 300,61979,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,16015000,2016
Toyota Corolla,61000,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3615000,2013
Toyota Camry,182207,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2170000,2005
Lexus RX 350,65179,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Red,9475000,2015
Lexus RX 350,117137,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,7495000,2010
Lexus ES 350,125045,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gold,5735000,2011
Honda Accord,85791,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Red,2985000,2008
Toyota Camry,177120,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark gray,5735000,2013
Toyota Camry,121000,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,4635000,2012
Toyota RAV 4,111719,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,9365000,2017
Toyota 4-Runner,82832,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Silver,6615000,2007
Toyota Camry,103000,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3865000,2011
Toyota Highlander,279287,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Grey,2930000,2008
Mercedes-Benz E 300,44731,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,22015000,2017
Volkswagen T4 Caravelle,178568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Green,2315000,1996
Toyota Venza,94177,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Red,7385000,2010
Lexus GX 460,122493,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Grey,25315000,2016
Toyota Corolla,81943,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3615000,2013
Toyota Hiace,103642,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White and green,4085000,1998
Lexus RX 350,13572,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,7715000,2012
Volkswagen Golf,120676,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1495000,2005
Mercedes-Benz E 350,927,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,18715000,2016
Toyota Camry,120860,Abia,Locally used,4-cylinder(I4),automatic,petrol,Gold,865000,2004
BMW 528,57067,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,5515000,2014
Mercedes-Benz GLA 250,21944,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,22015000,2019
Kia Rio,188732,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Blue ,400000,2005
Mercedes-Benz E 300,41760,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,20015000,2017
Toyota Corolla,153886,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,3715000,2010
Toyota Corolla,45785,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,4815000,2013
Honda Pilot,297333,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Silver,4015000,2010
Toyota Camry,239207,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,5815000,2014
Mazda Tribute,118608,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,1365000,2005
Toyota Hiace,52636,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3755000,2003
Toyota Avalon,151179,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,2875000,2008
Mercedes-Benz GLK 300,78608,Lagos,Foreign Used,5-cylinder(I5),automatic,petrol,Black,4305000,2010
Toyota Corolla,65666,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,5625000,2015
Toyota Corolla,65384,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,3425000,2010
Lexus ES 350,136113,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,3815000,2009
Toyota Highlander,228751,Abuja,Locally used,6-cylinder(V6),automatic,petrol,Blue,1865000,2005
Toyota Venza,70048,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,6215000,2009
Toyota Corolla,101,Abuja,New ,4-cylinder(I4),automatic,petrol,Dark Grey,8215000,2018
BMW X3,104277,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Black,6215000,2012
Toyota Highlander,12733,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,14515000,2016
Toyota Corolla,182079,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2665000,2006
Peugeot 308,130853,Lagos,Foreign Used,2-cylinder(I2),manual,petrol,Brown,3015000,2009
Mercedes-Benz 300,55905,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12515000,2016
Mercedes-Benz C 300,66649,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,13015000,2017
Lexus ES 350,92926,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4415000,2010
Toyota Sienna,203354,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,2215000,2007
Toyota RAV 4,65528,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Black ,3535000,2007
Mercedes-Benz GL 450,57685,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,13215000,2014
Land Rover Range Rover Velar,19220,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,44015000,2018
Porsche Panamera,71812,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,13515000,2014
Lexus RX 350,176862,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,9015000,2013
Land Rover Range Rover Sport,22360,Abuja,Foreign Used,8-cylinder(V8),automatic,petrol,Black,4615000,2008
Acura MDX,85101,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,2115000,2004
Lexus RX 350,175854,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Sliver ,4415000,2007
Honda Pilot,125424,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Black,2995000,2009
Toyota Corolla,92919,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black ,3215000,2013
Toyota Corolla,87096,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2280000,2006
Toyota Sienna,178662,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,2655000,2004
Toyota Camry,18627,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6815000,2015
Ford Explorer,78551,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,8015000,2013
Toyota Hilux,120725,Lagos,Locally used,4-cylinder(I4),automatic,petrol,White,5515000,2010
Ford Explorer,39696,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,15015000,2013
Honda Crosstour,225417,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,5015000,2010
Toyota Camry,78032,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gray,3315000,2011
Honda Crosstour,142055,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,4965000,2012
Honda Accord,72167,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,5015000,2014
Toyota RAV 4,72426,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,10575000,2016
Hyundai Elantra,56225,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,11565000,2017
Lexus RX 350,66322,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,6515000,2010
Hyundai Sonata,163969,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver ,3315000,2011
Toyota Sienna,90307,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,6815000,2012
Ford Explorer,58159,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,14015000,2016
Lexus GX 460,9929,Lagos,New ,6-cylinder(V6),automatic,petrol,Black,52015000,2020
Mercedes-Benz GL 450,56061,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,17015000,2016
Lexus RX 350,42656,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,17615000,2016
Ford Explorer,61219,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,14015000,2016
Toyota RAV 4,63881,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,8015000,2015
Lexus ES 350,59974,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Blue,8015000,2012
Toyota RAV 4,62936,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,6715000,2013
Ford Explorer,42164,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,15015000,2017
Toyota RAV 4,49355,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,8015000,2015
Toyota RAV 4,95707,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,9015000,2015
Toyota RAV 4,12066,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,8015000,2015
Toyota Camry,78862,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6915000,2016
Ford Explorer,24178,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,15015000,2017
Toyota Sienna,69150,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,12515000,2015
Toyota Sienna,170153,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,8015000,2015
Toyota RAV 4,53743,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,8015000,2015
Mercedes-Benz GL 450,100205,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,5295000,2008
Mazda CX-9,96159,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3315000,2008
Mercedes-Benz 300,134999,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,4965000,2010
Toyota Corolla,127308,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3535000,2010
Volkswagen Jetta,89539,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,1775000,2006
Toyota Corolla,207503,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2985000,2010
Toyota RAV 4,48706,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,7715000,2013
Honda CR-V,110408,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,1830000,2005
Toyota Camry,170268,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2655000,2007
Lexus RX 350,66416,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Silver,10685000,2013
Mercedes-Benz 350,175106,Lagos,Locally used,6-cylinder(V6),automatic,petrol,White,2985000,2008
Mercedes-Benz ML 350,76333,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,9915000,2014
Lexus ES 350,91602,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,5790000,2012
Toyota 4-Runner,130054,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Red,3205000,2005
Toyota Highlander,22111,FCT,Locally used,6-cylinder(V6),automatic,petrol,Gold,3715000,2010
Honda Accord,584,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Off white l,2615000,2012
Toyota Venza,136391,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,5515000,2010
Toyota Sienna,178338,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Green,3975000,2008
Honda Pilot,161765,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,3975000,2008
Lexus GX 460,146275,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gold,14315000,2013
Toyota RAV 4,53273,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,8515000,2014
Lexus GX 460,146275,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,White,12115000,2011
Toyota Sienna,150054,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,11015000,2015
Toyota Tacoma,38773,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Dark Grey,16015000,2016
Acura MDX,153255,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1885000,2004
Mazda CX-9,87856,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,3425000,2009
Toyota Venza,85314,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,4635000,2010
Lexus RX 350,119058,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,4615000,2009
Toyota Matrix,197541,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2215000,2007
Jeep Wrangler,132018,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8925000,2007
Toyota Sienna,198763,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,2760000,2004
Honda CR-V,23640,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,16515000,2018
Porsche Cayenne,115556,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Blue,5515000,2005
Mercedes-Benz CLA 250,61886,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,9915000,2014
Lexus RX 350,35986,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,15215000,2016
Lexus RX 350,62960,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,15315000,2016
Mercedes-Benz ML 350,103558,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Deep Blue,10080000,2014
Toyota Camry,74980,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,4965000,2014
Toyota Camry,135935,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Ash,3315000,2009
Toyota Corolla,130040,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3755000,2010
Lexus GX 460,77872,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,White,16515000,2015
Acura MDX,92189,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3755000,2008
Toyota Venza,64646,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,6945000,2013
Lexus RX 350,205195,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3915000,2007
Toyota Camry,245417,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,565000,1998
Honda Accord,745932,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Deep blue,5515000,2014
Honda Accord,43416,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,14865000,2018
Toyota Camry,163524,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,6065000,2012
Lexus ES 350,75578,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,9585000,2014
Honda Accord,34569,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6945000,2016
Toyota Camry,91258,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,4085000,2010
Toyota Corolla,179289,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4195000,2013
Honda Pilot,107418,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,1170000,2005
Honda CR-V,194140,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,8265000,2012
Hyundai Elantra,108957,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4195000,2011
Toyota Corolla,156962,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4965000,2015
Lexus GX 460,44089,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,White,17395000,2014
Mercedes-Benz E 300,16835,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,17615000,2017
Toyota Highlander,110421,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,7495000,2011
Toyota Corolla,135666,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4085000,2011
Toyota Camry,94133,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3535000,2010
Toyota Highlander,8995,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2985000,2006
Toyota Corolla,18415,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8815000,2017
Acura ZDX,66582,Lagos,Locally used,6-cylinder(V6),automatic,petrol,White,4745000,2010
Toyota Corolla,86235,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2215000,2005
Toyota Matrix,299999,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Red,1445000,2003
Toyota Corolla,157863,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3315000,2009
Toyota Hilux,51,Lagos,New ,6-cylinder(V6),automatic,petrol,White,30015000,2020
Toyota Camry,52819,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,7715000,2017
Toyota Corolla,22698,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5295000,2015
Toyota Highlander,85401,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,8265000,2013
Toyota Corolla,80754,Lagos,Foreign Used,2-cylinder(I2),automatic,petrol,Black,3095000,2010
Toyota Corolla,39832,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,3425000,2015
Mercedes-Benz GL 450,179659,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black,9915000,2012
Toyota Corolla,128628,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2215000,2003
Land Rover Range Rover Sport,32646,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,24015000,2014
Mitsubishi Pajero,69887,Ogun,Locally used,6-cylinder(I6),automatic,petrol,Black,2215000,2016
Toyota Camry,185091,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2875000,2009
Honda Accord,149232,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,4965000,2015
Toyota Sienna,137140,FCT,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,2115000,2002
Toyota Camry,302009,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Gold ,3590000,2011
Toyota Highlander,138144,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,3315000,2006
Lexus RX 400,197563,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Brown,3975000,2006
Mercedes-Benz CLA 250,52801,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,9915000,2014
Toyota Yaris,83641,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,1995000,2008
Toyota Corolla,62047,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,2875000,2009
Toyota Camry,115442,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Green,3095000,2009
Toyota Sienna,85461,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,5075000,2011
Mercedes-Benz E 350,94972,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2105000,2006
Nissan Pathfinder,222981,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,510000,2002
Toyota Camry,140285,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2490000,2007
Toyota Corolla,113229,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,3205000,2011
Honda Accord,247731,Lagos,Locally used,4-cylinder(I4),automatic,petrol, Black/Red,455000,1996
Toyota Camry,26080,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,8375000,2018
Toyota Tacoma,15041,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue ,18515000,2018
Lexus RX 350,19311,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black ,24015000,2018
Toyota Highlander,117497,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Purple,5955000,2011
Toyota Highlander,120957,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,7165000,2013
Lexus RX 350,2584,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black ,24015000,2018
Toyota Tacoma,76766,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Ash,5815000,2008
Honda Pilot,153224,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Brown,2515000,2006
Ford Edge,175912,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,5215000,2011
Ford Mondeo,178607,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Green,669500,2001
Toyota Corolla,182282,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1225000,2008
Toyota Corolla,102502,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3865000,2012
Toyota Corolla,235328,other,Locally used,4-cylinder(I4),automatic,petrol,Silver,1445000,2004
Toyota Corolla,144000,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3215000,2013
Toyota Corolla,118928,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6065000,2015
Toyota Corolla,61520,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4085000,2012
Ford Mustang,55973,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8715000,2015
